"Record ID","Company name","DHC ID","Street Address","City","State/Region","Postal Code","Country/Region","Phone Number","HQ Unique Address","Lifecycle Stage","Created by user ID","Website URL","# Customers Gemini","# Customers Tricura","# Prospects Gemini","# Prospects Tricura"
"40514027337","Empowerment Living Services","29343","1201 W Tuckaway Ln","Menasha","WI","54952","United States","(920) 558-4504","1201 W Tuckaway Ln, Menasha, WI, 54952","Lead","Kolby Mangino","https://www.empowermentlivingservices.com/","0.0","0.0","0.0","0.0"
"40513407053","Caring Families","951596","8712 Bray Vista Way","Elk Grove","CA","95624","United States","(916) 685-0404","8712 Bray Vista Way, Elk Grove, CA, 95624","Lead","Kolby Mangino","https://www.egdementiacare.com/","0.0","0.0","0.0","0.0"
"40513407052","Crista Senior Living","1047568","19303 Fremont Ave N","Shoreline","WA","98133","United States","(206) 546-7565","19303 Fremont Ave N, Shoreline, WA, 98133","Lead","Kolby Mangino","https://cristaseniorliving.org/","0.0","0.0","0.0","0.0"
"40510371713","Dignitas","29315","PO Box 3460","Farmington Hills","MI","48333","United States","(248) 442-1170","PO Box 3460, Farmington Hills, MI, 48333","Lead","Kolby Mangino","https://www.dignitasinc.com/","0.0","0.0","0.0","0.0"
"40506808606","Jabez Assisted Living","952064","339 E A Taylor Rd SW","Crawfordville","GA","30631","United States","(706) 456-1137","339 E A Taylor Rd SW, Crawfordville, GA, 30631","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40504370023","Escueta Care Home","951843","23571 Ronald Ln","Hayward","CA","94541","United States","(510) 508-3862","23571 Ronald Ln, Hayward, CA, 94541","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40503905393","Assisted Residental Retirement of Texas","952643","801 E Gramman St","Beeville","TX","78102","United States","(210) 944-8400","801 E Gramman St, Beeville, TX, 78102","Lead","Kolby Mangino","https://www.txarr.com/","0.0","0.0","0.0","0.0"
"40500644881","Colonial House","951691","500 Sunshine Dr","Festus","MO","63028","United States","(636) 937-1000","500 Sunshine Dr, Festus, MO, 63028","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40500644880","Forest Hills of DC Inclusive Senior Living","36205","4901 Connecticut Ave NW","Washington","DC","20008","United States","(202) 966-7623","4901 Connecticut Ave NW, Washington, DC, 20008","Lead","Kolby Mangino","https://foresthillsdc.org/","0.0","0.0","0.0","0.0"
"40498941491","Andrews & Johnson","951389","5102 Pierson Rd","Flint","MI","48504","United States","(810) 230-7315","5102 Pierson Rd, Flint, MI, 48504","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40498941490","Golden Years Assisted Living Inc","968090","4995 Woodcrest Cir","Yorba Linda","CA","92886","United States","(714) 343-8815","4995 Woodcrest Cir, Yorba Linda, CA, 92886","Lead","Kolby Mangino","goldenyearsassistedliving.com/","0.0","0.0","0.0","0.0"
"40497286227","Alta Senior Living","1060894","635 US-1 Ste 1","North Palm Beach","FL","33408","United States","(888) 719-5546","635 US-1 Ste 1, North Palm Beach, FL, 33408","Lead","Kolby Mangino","https://www.altasenior.com/","0.0","0.0","0.0","0.0"
"40496356998","Bella Point & DLTC Healthcare","952477","56 Elm St Ste C","Camden","ME","04843","United States","(800) 239-0954","56 Elm St Ste C, Camden, ME, 04843","Lead","Kolby Mangino","https://dltchealthcare.com/contact-us/","0.0","0.0","0.0","0.0"
"40477623110","Golden Angel of La Habra","951925","1141 Cheri Dr","La Habra","CA","90631","United States","(562) 694-0741","1141 Cheri Dr, La Habra, CA, 90631","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40463611188","Aaspen Village Care","28907","56524 Antelope Trl","Yucca Valley","CA","92284","United States","(760) 228-2729","56524 Antelope Trl, Yucca Valley, CA, 92284","Lead","Kolby Mangino","http://www.aaspenvillage.com/","0.0","0.0","0.0","0.0"
"40458957868","Frontier Home Health Care","951894","7940 Little Dipper Ave","Anchorage","AK","99504","United States","(907) 337-2332","7940 Little Dipper Ave, Anchorage, AK, 99504","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40456790640","Gardens of Time","36152","4603 N St Vincent St","Tampa","FL","33614","United States","(813) 505-5564","4603 N St Vincent St, Tampa, FL, 33614","Lead","Kolby Mangino","gardensoftimealf.weebly.com/","0.0","0.0","0.0","0.0"
"40456790639","Good Living Community Care","29858","5719 Dolores St","Houston","TX","77057","United States","(713) 953-0848","5719 Dolores St, Houston, TX, 77057","Lead","Kolby Mangino","www.goodlivingcommunity.com/","0.0","0.0","0.0","0.0"
"40456790636","Allwise Residential Homes","1037368","14299 Pointer Loop","Eastvale","CA","92880","United States","(714) 803-1755","14299 Pointer Loop, Eastvale, CA, 92880","Lead","Kolby Mangino","https://www.allwisecare.com/","0.0","0.0","0.0","0.0"
"40423382038","Cottages at the Colony (AKA the Colony Assisted Living)","1031713","5420 N Tyrone Ave","Sherman Oaks","CA","91401","United States","(818) 479-3700","5420 N Tyrone Ave, Sherman Oaks, CA, 91401","Lead","Kolby Mangino","https://cottagesatthecolony.com/","0.0","0.0","0.0","0.0"
"40411992240","Avid Care Cottages","29228","3611 Glenpine Dr","Houston","TX","77068","United States","(281) 866-8840","3611 Glenpine Dr, Houston, TX, 77068","Lead","Kolby Mangino","https://avidcarecottages.com/","0.0","0.0","0.0","0.0"
"40409281689","Birchwood Group Home","951516","18301 Indian Head Hwy","Accokeek","MD","20607","United States","(301) 283-3351","18301 Indian Head Hwy, Accokeek, MD, 20607","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40406066870","Arundel","951424","84 S Skillings Rd","Arundel","ME","04046","United States","(207) 795-0672","84 S Skillings Rd, Arundel, ME, 04046","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40384964124","Angel Home Health Care (AKA Jim and Patti Jones)","952076","2308 N Kachina","Mesa","AZ","85203","United States","(480) 969-9449","2308 N Kachina, Mesa, AZ, 85203","Lead","Kolby Mangino","https://jimandpattijones.com/","0.0","0.0","0.0","0.0"
"40373046178","Ageway Senior Care","28973","590 Chestnut St","San Carlos","CA","94070","United States","(650) 363-0400","590 Chestnut St, San Carlos, CA, 94070","Lead","Kolby Mangino","https://www.agewayseniorcare.com/","0.0","0.0","0.0","0.0"
"40372734756","Elder Care & More","951823","7421 E Lakeside Dr","Tucson","AZ","85730","United States","(520) 750-8303","7421 E Lakeside Dr, Tucson, AZ, 85730","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40364729410","Full Circle Residence","951896","483 Noel St","Arroyo Grande","CA","93420","United States","(805) 489-9658","483 Noel St, Arroyo Grande, CA, 93420","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40345014877","A Better Living (ABL) Enterprise","28890","6516 N 55th St","Milwaukee","WI","53223","United States","(414) 353-0876","6516 N 55th St, Milwaukee, WI, 53223","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40344550554","Bethesda Senior Living Communities","29337","15475 Gleneagle Dr","Colorado Springs","CO","80921","United States","(719) 481-5481","15475 Gleneagle Dr, Colorado Springs, CO, 80921","Lead","Kolby Mangino","https://www.bethesdaseniorliving.com/","0.0","0.0","0.0","0.0"
"40344392973","Affinity Health Management","28967","PO Box 438","Oshtemo","MI","49077","United States","(269) 668-2143","PO Box 438, Oshtemo, MI, 49077","Lead","Kolby Mangino","https://www.affinityhealth.care/","0.0","0.0","0.0","0.0"
"40343777552","Gateway Living","953065","611 N Cloverleaf Loop","Springfield","OR","97477","United States","(541) 744-9817","611 N Cloverleaf Loop, Springfield, OR, 97477","Lead","Kolby Mangino","https://www.gatewayliving.com/","0.0","0.0","0.0","0.0"
"40342537226","Blue Palms Healthcare Management","1108341","325 S Segrave St","Daytona Beach","FL","32114","United States","(386) 239-7520","325 S Segrave St, Daytona Beach, FL, 32114","Lead","Kolby Mangino","https://bluepalmshcm.com/","0.0","0.0","0.0","0.0"
"40342057376","Chateau Le Petite","29720","24312 W Caris St","Woodland Hills","CA","91367","United States","(818) 599-7004","24312 W Caris St, Woodland Hills, CA, 91367","Lead","Kolby Mangino","www.myelderlycare.com/locations.html","0.0","0.0","0.0","0.0"
"40338959524","Central State Community Services","29017","2603 W Wackerly St Ste 201","Midland","MI","48640","United States","(989) 631-6691","2603 W Wackerly St Ste 201, Midland, MI, 48640","Lead","Kolby Mangino","https://www.cscsmi.com/","0.0","0.0","0.0","0.0"
"40332944013","Carmie Cares Home for the Elderly","951609","32475 Rancho Vista Dr","Cathedral City","CA","92234","United States","(760) 969-2868","32475 Rancho Vista Dr, Cathedral City, CA, 92234","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40331397634","Cardinal Senior Living","1100965","1350 Longwood Ave","Bedford","VA","24523","United States","(540) 586-0825","1350 Longwood Ave, Bedford, VA, 24523","Lead","Kolby Mangino","https://www.cardinalsenior.com/","0.0","0.0","0.0","0.0"
"40330933082","Fifth Season Residential","963743","915 N Radcliffe St","Marion","IL","62959","United States","(618) 922-8950","915 N Radcliffe St, Marion, IL, 62959","Lead","Kolby Mangino","https://www.fifthseasonassistedliving.com/","0.0","0.0","0.0","0.0"
"40329231362","Bellamy and Watson Fields Assisted Living","951491","150 Garrison Rd","Dover","NH","03820","United States","(603) 516-8888","150 Garrison Rd, Dover, NH, 03820","Lead","Kolby Mangino","https://bellamyfields.com/","0.0","0.0","0.0","0.0"
"40526191189","Colonial Oaks (AKA Voralto Living)","951693","7800 N Stadium Dr","Houston","TX","77030","United States","(713) 780-8100","7800 N Stadium Dr, Houston, TX, 77030","Lead","Kolby Mangino","https://colonialoaks.com/","0.0","0.0","0.0","0.0"
"40526036353","Fountainhead Homes","966148","4141 Savannah Dr","Deforest","WI","53532","United States","(608) 244-4516","4141 Savannah Dr, Deforest, WI, 53532","Lead","Kolby Mangino","https://www.fountainheadhomes.org/","0.0","0.0","0.0","0.0"
"40526036352","Arcadia Gardens Residential Care","951418","1004 Coyote Springs Dr","Bakersfield","CA","93312","United States","(661) 699-3786","1004 Coyote Springs Dr, Bakersfield, CA, 93312","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40521511034","Angels Crest Home II","29087","258 Darley Dr","Vallejo","CA","94591","United States","(707) 315-9664","258 Darley Dr, Vallejo, CA, 94591","Lead","Kolby Mangino","https://angelscresthome.com/angels-crest-homes-ii-1","0.0","0.0","0.0","0.0"
"40521511033","Abbington Senior Living","951291","5377 S State St","Salt Lake City","UT","84107","United States","(385) 289-3700","5377 S State St, Salt Lake City, UT, 84107","Lead","Kolby Mangino","https://abbingtonseniorliving.com/lehi-ut/","0.0","0.0","0.0","0.0"
"40520734809","Four Seasons Home Care","1040156","9150 4 Seasons Dr","Elk Grove","CA","95624","United States","(916) 879-2635","9150 4 Seasons Dr, Elk Grove, CA, 95624","Lead","Kolby Mangino","https://www.fourseasonscarehomes.com/","0.0","0.0","0.0","0.0"
"40519494970","Caritas Assisted Living Home","951606","1720 Adonis Dr","Anchorage","AK","99515","United States","(907) 929-4819","1720 Adonis Dr, Anchorage, AK, 99515","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40519494968","Dulce Villas","35941","66147 N Agua Dulce Dr","Desert Hot Springs","CA","92240","United States","(760) 251-4606","66147 N Agua Dulce Dr, Desert Hot Springs, CA, 92240","Lead","Kolby Mangino","dulcevillas.com","0.0","0.0","0.0","0.0"
"40518513299","Felipe Care Homes","29823","209 Paraiso Dr","Danville","CA","94526","United States","(925) 683-7189","209 Paraiso Dr, Danville, CA, 94526","Lead","Kolby Mangino","http://www.felipecarehomes.com/index.php","0.0","0.0","0.0","0.0"
"40518203693","Agape Assisted Living","951330","6427 24th Pl","Hyattsville","MD","20782","United States","(410) 325-5940","6427 24th Pl, Hyattsville, MD, 20782","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40518048833","Cencare Foster Care Homes","951658","4600 S Crawford Rd","Mount Pleasant","MI","48858","United States","(989) 773-1023","4600 S Crawford Rd, Mount Pleasant, MI, 48858","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40518048831","Golden Crest Assisted Living","29809","4110 St Paul Rd","Hampstead","MD","21074","United States","(410) 239-1224","4110 St Paul Rd, Hampstead, MD, 21074","Lead","Kolby Mangino","https://www.visitgoldencrest.com/","0.0","0.0","0.0","0.0"
"40516188339","Bethsaida Family Home","951511","3033 Maple Grove Dr","Madison","WI","53719","United States","(608) 320-0535","3033 Maple Grove Dr, Madison, WI, 53719","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40515723831","Agemark Senior Living","1023628","25 Avenida De Orinda","Orinda","CA","94563","United States","(925) 470-3395","25 Avenida De Orinda, Orinda, CA, 94563","Lead","Kolby Mangino","https://agemark.com/","0.0","0.0","0.0","0.0"
"40515569022","Harpers Station","1060998","15951 Loves Mill Ln","Gainesville","VA","20155","United States","(703) 782-9277","15951 Loves Mill Ln, Gainesville, VA, 20155","Lead","Kolby Mangino","https://harpersstationgainesville.com/","0.0","0.0","0.0","0.0"
"40513717144","Country Place Senior Living","36201","209 Wood St","Athens","TX","75751","United States","(866) 377-2265","209 Wood St, Athens, TX, 75751","Lead","Kolby Mangino","https://countryplaceseniorliving.net/","0.0","0.0","0.0","0.0"
"40512631582","Amys Comfort Care","29817","9613 Ghirardelli Dr","Bakersfield","CA","93311","United States","(661) 663-8433","9613 Ghirardelli Dr, Bakersfield, CA, 93311","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40512476773","Autumn Village","951453","753 Covington St","Jackson","GA","30233","United States","(770) 504-0083","753 Covington St, Jackson, GA, 30233","Lead","Kolby Mangino","www.autumnvillage.us","0.0","0.0","0.0","0.0"
"40510371714","Aloha Center Inc","29021","2439 E Houghton Lake Rd","Lake City","MI","49651","United States","(231) 328-4695","2439 E Houghton Lake Rd, Lake City, MI, 49651","Lead","Kolby Mangino","www.aloha-center-inc.com/","0.0","0.0","0.0","0.0"
"40510217279","Culture Care Senior Living","1060612","560 Fairmount Ave","Jamestown","NY","14701","United States","(717) 838-9000","560 Fairmount Ave, Jamestown, NY, 14701","Lead","Kolby Mangino","https://www.careisourculture.com/","0.0","0.0","0.0","0.0"
"40510217277","Angels Paradise Care Home","951396","5582 W Becker Ln","Glendale","AZ","85304","United States","(602) 570-1502","5582 W Becker Ln, Glendale, AZ, 85304","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40508978062","Covenant HealthCare","581746","1447 N Harrison St","Saginaw","MI","48602","United States","(989) 583-7000","1447 N Harrison St, Saginaw, MI, 48602","Lead","Kolby Mangino","www.covenanthealthcare.com/","0.0","0.0","0.0","0.0"
"40507583757","Carnate Board & Care","951612","831 Pershing St","Santa Maria","CA","93458","United States","(805) 260-9941","831 Pershing St, Santa Maria, CA, 93458","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40507583756","Bethany Homes","29325","2201 Rockne Dr","Concord","CA","94518","United States","(925) 443-6822","2201 Rockne Dr, Concord, CA, 94518","Lead","Kolby Mangino","http://www.bethanyhomecare.com/","0.0","0.0","0.0","0.0"
"40506654285","Alliance Senior Living","951360","24362 Aphena Ave","Mission Viejo","CA","92691","United States","(949) 305-6222","24362 Aphena Ave, Mission Viejo, CA, 92691","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40506654284","Casita Senior Living","1108605","5141 Georgia Pl NE","Rio Rancho","NM","87144","United States","(505) 308-3058","5141 Georgia Pl NE, Rio Rancho, NM, 87144","Lead","Kolby Mangino","https://casitaseniorlivingnm.com/","0.0","0.0","0.0","0.0"
"40505724337","Elwyn","954726","111 Elwyn Rd","Media","PA","19063","United States","(610) 891-2000","111 Elwyn Rd, Media, PA, 19063","Lead","Kolby Mangino","www.elwyn.org","0.0","0.0","0.0","0.0"
"40504990372","Autumn Creek","951446","1326 W Willow Dr","Oak Creek","WI","53154","United States","(414) 397-4176","1326 W Willow Dr, Oak Creek, WI, 53154","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40503595393","Agape Heritage Home","951331","20334 Memorial Pass Dr","Katy","TX","77450","United States","(713) 562-5363","20334 Memorial Pass Dr, Katy, TX, 77450","Lead","Kolby Mangino","http://www.agapeheritagehome.com/","0.0","0.0","0.0","0.0"
"40502505851","Assisted Living Transitions","29179","3154 Campbell Airstrip Rd","Anchorage","AK","99504","United States","(907) 727-2206","3154 Campbell Airstrip Rd, Anchorage, AK, 99504","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40500644879","Castle Rock Assisted Living & Home Care","29659","1640 Wild Rye Ct","Castle Rock","CO","80109","United States","(720) 545-2273","1640 Wild Rye Ct, Castle Rock, CO, 80109","Lead","Kolby Mangino","http://castlerockseniorcare.org/contact/","0.0","0.0","0.0","0.0"
"40498476842","Bubbe and Zaydes Place","29501","1534 E 21st St","Santa Ana","CA","92705","United States","(310) 415-2959","1534 E 21st St, Santa Ana, CA, 92705","Lead","Kolby Mangino","https://bubbeandzaydesplace.com/","0.0","0.0","0.0","0.0"
"40498476841","Frontier Management","28958","3500 Maple Ave","Dallas","TX","75219","United States","(503) 443-1818","3500 Maple Ave, Dallas, TX, 75219","Lead","Kolby Mangino","frontiermgmt.com/","0.0","0.0","0.0","0.0"
"40498321938","Changing Seasons Senior Living","29654","10410 Parrigin Rd","Helotes","TX","78023","United States","(210) 368-9836","10410 Parrigin Rd, Helotes, TX, 78023","Lead","Kolby Mangino","https://changingseasonsliving.com/","0.0","0.0","0.0","0.0"
"40497391499","Drews Place","29375","300 E Bacon St","Hillsdale","MI","49242","United States","(517) 437-7902","300 E Bacon St, Hillsdale, MI, 49242","Lead","Kolby Mangino","http://drewsplaceal.com/locations","0.0","0.0","0.0","0.0"
"40494559360","Bella Care Home","29287","508 Gateway Ave","Clovis","CA","93612","United States","(559) 259-6228","508 Gateway Ave, Clovis, CA, 93612","Lead","Kolby Mangino","www.bellacarehome.com/","0.0","0.0","0.0","0.0"
"40494559359","Agape Orange Home (FKA Chateau Guest Home)","951669","816 E Meats Ave","Orange","CA","92865","United States","(714) 941-9078","816 E Meats Ave, Orange, CA, 92865","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40494559358","Accolade Living Centers","29873","3777 Parker Blvd","Pueblo","CO","81008","United States","(719) 545-6222","3777 Parker Blvd, Pueblo, CO, 81008","Lead","Kolby Mangino","https://www.northpointegardens.com/","0.0","0.0","0.0","0.0"
"40487042323","Alfred House Assisted Living","28992","18100 Cashell Rd","Rockville","MD","20853","United States","(301) 260-2080","18100 Cashell Rd, Rockville, MD, 20853","Lead","Kolby Mangino","https://www.alfredhouse.com/","0.0","0.0","0.0","0.0"
"40442687577","Carriage Crossing Senior Living","951619","3611 N Staley Rd","Champaign","IL","61822","United States","(888) 716-6413","3611 N Staley Rd, Champaign, IL, 61822","Lead","Kolby Mangino","https://carriagecrossingsl.com/","0.0","0.0","0.0","0.0"
"40430626684","Golden Age Care","29800","3521 Effingham Ln","Modesto","CA","95357","United States","(209) 495-2504","3521 Effingham Ln, Modesto, CA, 95357","Lead","Kolby Mangino","https://goldenagemodesto.com/","0.0","0.0","0.0","0.0"
"40423382037","Aguila Adult Care Center","951338","503 N Matanzas Ave","Tampa","FL","33609","United States","(813) 872-8000","503 N Matanzas Ave, Tampa, FL, 33609","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40414935353","Adult Learning Systems Lower Michigan","28864","8170 Jackson Rd Ste F","Ann Arbor","MI","48103","United States","(888) 879-9111","8170 Jackson Rd Ste F, Ann Arbor, MI, 48103","Lead","Kolby Mangino","https://www.alslm.org/","0.0","0.0","0.0","0.0"
"40408509830","Agape Senior Living","1082966","2429 Lawndale Dr","Tupelo","MS","38801","United States","(662) 322-4636","2429 Lawndale Dr, Tupelo, MS, 38801","Lead","Kolby Mangino","https://agapesl.com/","0.0","0.0","0.0","0.0"
"40402036848","Caring Homes of Wisconsin","951603","4452 S 66th St","Milwaukee","WI","53220","United States","(414) 344-8222","4452 S 66th St, Milwaukee, WI, 53220","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40401264182","Dungarvin","28990","1444 Northland Dr Ste 200","Saint Paul","MN","55120","United States","(651) 699-0206","1444 Northland Dr Ste 200, Saint Paul, MN, 55120","Lead","Kolby Mangino","www.dungarvin.com/","0.0","0.0","0.0","0.0"
"40386669078","Cascade Living Group","28897","19119 N Creek Pkwy","Bothell","WA","98011","United States","(866) 434-3158","19119 N Creek Pkwy, Bothell, WA, 98011","Lead","Kolby Mangino","https://www.cascadeliving.com/","0.0","0.0","0.0","0.0"
"40381867788","Genesis Manor","29756","6354 Sacramento Ave","Rancho Cucamonga","CA","91701","United States","(909) 262-9802","6354 Sacramento Ave, Rancho Cucamonga, CA, 91701","Lead","Kolby Mangino","http://genesismanor.com/","0.0","0.0","0.0","0.0"
"40374283657","Apple Valley Place Assisted Living","29113","405 27th Ave S","Clear Lake","IA","50428","United States","(641) 357-7083","405 27th Ave S, Clear Lake, IA, 50428","Lead","Kolby Mangino","https://www.applevalleyplaceclearlake.com/","0.0","0.0","0.0","0.0"
"40369371160","Alegria Community Living","28988","1201 Martin Luther King Jr Way Ste 200","Oakland","CA","94612","United States","(510) 287-8488","1201 Martin Luther King Jr Way Ste 200, Oakland, CA, 94612","Lead","Kolby Mangino","https://www.alegriacl.org/contact/","0.0","0.0","0.0","0.0"
"40368131945","Aaron Assisted Living & Residential Facility","951288","3800 Gardner St","Anchorage","AK","99508","United States","(907) 230-0358","3800 Gardner St, Anchorage, AK, 99508","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40360401593","Arbor House","29134","2401 Tee Cir Ste 103","Norman","OK","73069","United States","(405) 701-1593","2401 Tee Cir Ste 103, Norman, OK, 73069","Lead","Kolby Mangino","https://www.arborhouseliving.com/","0.0","0.0","0.0","0.0"
"40360401592","Catuira Home","951652","712 Filbert Ave","Clovis","CA","93611","United States","(559) 299-7167","712 Filbert Ave, Clovis, CA, 93611","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40359625390","A Gentle Hand (FKA Valeries Place)","952934","808 S Broadway","Lantana","FL","33462","United States","(561) 508-7994","808 S Broadway, Lantana, FL, 33462","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40356553857","Gemstone Senior Living Communities","1091199","1396 Bulverde Rd","Bulverde","TX","78163","United States","(830) 980-2254","1396 Bulverde Rd, Bulverde, TX, 78163","Lead","Kolby Mangino","https://www.gemstoneslc.com/bulverde","0.0","0.0","0.0","0.0"
"40355935057","Augdon Senior Care Home","951442","2610 S Dollner St","Visalia","CA","93277","United States","(559) 734-4459","2610 S Dollner St, Visalia, CA, 93277","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40355935056","Anointed Residential Care","951402","551 S Sumter St","Sumter","SC","29150","United States","(803) 883-4427","551 S Sumter St, Sumter, SC, 29150","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40355779729","Desert Breeze Senior Living","951768","64502 Brae Burn Ave","Desert Hot Springs","CA","92240","United States","(760) 329-1849","64502 Brae Burn Ave, Desert Hot Springs, CA, 92240","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40349498285","Eagle Senior Living","997998","105 Michelle St NW","Hanceville","AL","35077","United States","(256) 352-3141","105 Michelle St NW, Hanceville, AL, 35077","Lead","Kolby Mangino","https://www.eagleseniorliving.org/locations/","0.0","0.0","0.0","0.0"
"40345014876","Absolut Care","582222","455 Cayuga Rd Ste 200","Buffalo","NY","14225","United States","(800) 826-2013","455 Cayuga Rd Ste 200, Buffalo, NY, 14225","Lead","Kolby Mangino","https://www.livinglegendshealth.com/absolut-facilities/","0.0","0.0","0.0","0.0"
"40344550555","Complete Senior Living Inc","1035608","601 N Idaho St","San Mateo","CA","94401","United States","(650) 579-1234","601 N Idaho St, San Mateo, CA, 94401","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40343777551","An Innovative Care","1047577","6305 7th Ave","Kenosha","WI","53143","United States","(262) 997-3828","6305 7th Ave, Kenosha, WI, 53143","Lead","Kolby Mangino","https://www.aninnovativecare.com/","0.0","0.0","0.0","0.0"
"40343001658","Casa Aplaya","951637","1091 E Kent Pl","Chandler","AZ","85225","United States","(480) 823-2924","1091 E Kent Pl, Chandler, AZ, 85225","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40341436502","Casa Angelina","951636","9977 Buckeye St NW","Albuquerque","NM","87114","United States","(505) 792-1212","9977 Buckeye St NW, Albuquerque, NM, 87114","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40341436501","AZ Life Assisted Living Home","1037464","9574 W Albert Ln","Peoria","AZ","85382","United States","(623) 986-1740","9574 W Albert Ln, Peoria, AZ, 85382","Lead","Kolby Mangino","https://azlifeassistedliving.com/","0.0","0.0","0.0","0.0"
"40341126737","Angels Royal Gardens","29091","7752 Marabou Ln","Riverdale","GA","30274","United States","(770) 573-7118","7752 Marabou Ln, Riverdale, GA, 30274","Lead","Kolby Mangino","www.angelsroyalgardens.com/","0.0","0.0","0.0","0.0"
"40336789907","Bluegrass Assisted Living","951525","107 Thruway Dr","Bardstown","KY","40004","United States","(502) 373-6164","107 Thruway Dr, Bardstown, KY, 40004","Lead","Kolby Mangino","https://www.bluegrassassistedliving.com/","0.0","0.0","0.0","0.0"
"40335424826","Allied Continuing Care","29820","16923 Muirland St","Detroit","MI","48221","United States","(248) 569-1040","16923 Muirland St, Detroit, MI, 48221","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40334959105","Cardan Manor Assisted Living","29567","2895 S Killarney Way","Aurora","CO","80013","United States","(720) 524-7192","2895 S Killarney Way, Aurora, CO, 80013","Lead","Kolby Mangino","https://cardanmanor.com/contact-us","0.0","0.0","0.0","0.0"
"40334651663","Assistcare","954621","723 Court St","Jackson","CA","95642","United States","(209) 257-1377","723 Court St, Jackson, CA, 95642","Lead","Kolby Mangino","https://assistcare.com/","0.0","0.0","0.0","0.0"
"40330776661","CLIMB","29775","2300 W Main St","Alhambra","CA","91801","United States","(626) 289-5321","2300 W Main St, Alhambra, CA, 91801","Lead","Kolby Mangino","www.climb-inc.com/","0.0","0.0","0.0","0.0"
"40330315193","Columbia Cottage","951694","901 E Main St","Collegeville","PA","19426","United States","(610) 409-8910","901 E Main St, Collegeville, PA, 19426","Lead","Kolby Mangino","https://www.columbiacottage.com/","0.0","0.0","0.0","0.0"
"40330157452","Distinctive Living","1095015","1 W Main & Court St Fl 2Nd","Freehold","NJ","07728","United States","(888) 433-7794","1 W Main & Court St Fl 2Nd, Freehold, NJ, 07728","Lead","Kolby Mangino","https://distinctive-liv.com/lifestyle_options/assisted-living/","0.0","0.0","0.0","0.0"
"40327991053","Golden Years Care Home","951934","8516 Foxberry Ct","Elk Grove","CA","95624","United States","(916) 681-3726","8516 Foxberry Ct, Elk Grove, CA, 95624","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40521200290","A-1 Ascended Senior Care Home (FKA Porter Ranch Aloha)","36092","16444 W Germain St","Granada Hills","CA","91344","United States","(818) 667-4915","16444 W Germain St, Granada Hills, CA, 91344","Lead","Kolby Mangino","https://ascendedseniorcare.com/","0.0","0.0","0.0","0.0"
"40519029351","Angel Assisted Living","29080","8919 Hickory Hill Ave","Lanham","MD","20706","United States","(301) 577-2999","8919 Hickory Hill Ave, Lanham, MD, 20706","Lead","Kolby Mangino","https://www.angelassistedliving.com/","0.0","0.0","0.0","0.0"
"40518203692","Aurora Community Services","29207","406 Technology Dr E","Menomonie","WI","54751","United States","(715) 235-1839","406 Technology Dr E, Menomonie, WI, 54751","Lead","Kolby Mangino","https://www.auroraservices.com/","0.0","0.0","0.0","0.0"
